audio_clipping:confidence,background_noise_audible:confidence,overall_quality_of_the_audio,quiet_speaker:confidence,speaker_id,file_download,file_name,phrase,prompt,writer_id,audio_clipping_no_clipping,background_noise_audible_no_noise,quiet_speaker_quiet_speaker,merged_prompt
1.0,0.6495,3.33,1.0,44142156,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44142156_17288718.wav&key=test_key_TISTK,1249120_44142156_17288718.wav,ive got a hard time to breath am i having a heart attack,Hard to breath,1883056,1,1,0,Respiratory issue
1.0,0.6602,3.33,1.0,44142156,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44142156_20022330.wav&key=test_key_TISTK,1249120_44142156_20022330.wav,i have a head pain every single day,Internal pain,1883056,1,1,0,Internal pain
1.0,1.0,3.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_15712228.wav&key=test_key_TISTK,1249120_6338946_15712228.wav,when i get up i see my skin vague,Skin issue,44118742,1,1,0,Hair and skin issues
1.0,1.0,3.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_32528486.wav&key=test_key_TISTK,1249120_6338946_32528486.wav,my knee is hurting so badly,Joint pain,34987462,1,1,0,Muscle and joint pain
1.0,0.6567,3.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_35065921.wav&key=test_key_TISTK,1249120_6338946_35065921.wav,my back hurts me and i cant bend it or walk,Back pain,44150058,1,1,0,"Neck, back or spinal issues"
1.0,1.0,3.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_35843727.wav&key=test_key_TISTK,1249120_6338946_35843727.wav,i couldnt stop shaking or unclench my jaw thats how cold i was,Feeling cold,44130352,1,1,0,Feeling cold/hot
1.0,0.6766,3.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_63718750.wav&key=test_key_TISTK,1249120_6338946_63718750.wav,i noticed an important decrease in my vision when i try to look at things up close,Blurry vision,44130352,1,1,0,Sensory issues
1.0,1.0,3.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_85634288.wav&key=test_key_TISTK,1249120_6338946_85634288.wav,i wake up with a stiff neck every morning  massage helps but then a couple of days later its back again,Neck pain,19638651,1,1,0,"Neck, back or spinal issues"
1.0,1.0,3.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_98107593.wav&key=test_key_TISTK,1249120_6338946_98107593.wav,when i tried to be warm and wear more clothes i found that i was still cold,Feeling cold,43318517,1,1,0,Feeling cold/hot
1.0,0.6644,3.67,1.0,14353703,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_14353703_44429790.wav&key=test_key_TISTK,1249120_14353703_44429790.wav,i feel dizzy when i set infront of my laptop for an hour or two what possibly could be the reason,Feeling dizzy,40632132,1,1,0,Dizziness and vertigo
0.6554,0.7191,3.67,1.0,14353703,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_14353703_46447461.wav&key=test_key_TISTK,1249120_14353703_46447461.wav,my shoulder has agreat pain,Shoulder pain,44118742,1,1,0,Shoulder pain
1.0,1.0,3.67,1.0,14353703,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_14353703_49287804.wav&key=test_key_TISTK,1249120_14353703_49287804.wav,i love to garden but i get a terrible twinge in my lower back when i lean over,Back pain,19638651,1,1,0,"Neck, back or spinal issues"
1.0,1.0,3.67,1.0,14353703,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_14353703_73504522.wav&key=test_key_TISTK,1249120_14353703_73504522.wav,i have a pain in my stomach,Internal pain,21665495,1,1,0,Internal pain
1.0,1.0,3.67,1.0,15004831,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_15004831_16727782.wav&key=test_key_TISTK,1249120_15004831_16727782.wav,i was diagnosed with  bdeficiency anemia which explains why i always felt cold,Feeling cold,44130352,1,1,0,Feeling cold/hot
1.0,0.6739,3.67,1.0,15004831,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_15004831_53994437.wav&key=test_key_TISTK,1249120_15004831_53994437.wav,my upper back has been sore for a week,Back pain,44140394,1,1,0,"Neck, back or spinal issues"
1.0,0.6739,3.67,1.0,15004831,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_15004831_69709527.wav&key=test_key_TISTK,1249120_15004831_69709527.wav,i feel pain in my body,Internal pain,43751808,1,1,0,Internal pain
1.0,0.6674,3.67,1.0,15004831,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_15004831_74682993.wav&key=test_key_TISTK,1249120_15004831_74682993.wav,i feel a tightness in my chest,Hard to breath,43913997,1,1,0,Respiratory issue
1.0,1.0,3.67,1.0,15004831,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_15004831_90007572.wav&key=test_key_TISTK,1249120_15004831_90007572.wav,i feel pain in my eyes i can see fog,Blurry vision,43730599,1,1,0,Sensory issues
1.0,1.0,3.67,1.0,15004831,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_15004831_92499879.wav&key=test_key_TISTK,1249120_15004831_92499879.wav,i feel dizzy after doing a muscular effort,Feeling dizzy,43772689,1,1,0,Dizziness and vertigo
1.0,0.6364,3.67,1.0,15004831,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_15004831_93767590.wav&key=test_key_TISTK,1249120_15004831_93767590.wav,my back hurts so much i cant bend down to tie my shoelaces,Back pain,40925305,1,1,0,"Neck, back or spinal issues"
1.0,0.6667,3.67,1.0,15830408,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_15830408_49631021.wav&key=test_key_TISTK,1249120_15830408_49631021.wav,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,Blurry vision,44150058,1,1,0,Sensory issues
1.0,1.0,3.67,1.0,17632529,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_17632529_62603800.wav&key=test_key_TISTK,1249120_17632529_62603800.wav,i could not exercise because of my knee pain,Knee pain,21665495,1,1,0,Leg and foot pain
1.0,0.675,3.67,1.0,17632529,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_17632529_72353055.wav&key=test_key_TISTK,1249120_17632529_72353055.wav,i feel weak,Body feels weak,44266645,1,1,0,General weakness
1.0,1.0,3.67,1.0,17632529,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_17632529_75962639.wav&key=test_key_TISTK,1249120_17632529_75962639.wav,i have acne in my face and other problema in my derma like itching,Skin issue,44066678,1,1,0,Hair and skin issues
1.0,0.6667,3.67,1.0,17632529,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_17632529_91024852.wav&key=test_key_TISTK,1249120_17632529_91024852.wav,i feel like the room is spinning,Feeling dizzy,44164300,1,1,0,Dizziness and vertigo
1.0,0.6667,3.67,1.0,17632529,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_17632529_99387256.wav&key=test_key_TISTK,1249120_17632529_99387256.wav,i tried alot of cream but i still feel the same skin problem,Skin issue,44118742,1,1,0,Hair and skin issues
1.0,0.6534,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_101189223.wav&key=test_key_TISTK,1249120_18172663_101189223.wav,there is a red stain in my skin,Skin issue,44124309,1,1,0,Hair and skin issues
1.0,0.6793,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_106680674.wav&key=test_key_TISTK,1249120_18172663_106680674.wav,stiffness inability to look right or left except by moving the whole body,Neck pain,43868212,1,1,0,"Neck, back or spinal issues"
1.0,0.6554,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_108137849.wav&key=test_key_TISTK,1249120_18172663_108137849.wav,i have a headache every time i eat ice cream,Head ache,21665495,1,1,0,Headache
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_11717053.wav&key=test_key_TISTK,1249120_18172663_11717053.wav,my abdominal muscles have great pain since i was at gym,Muscle pain,43793610,1,1,0,Muscle and joint pain
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_19874153.wav&key=test_key_TISTK,1249120_18172663_19874153.wav,i lose a lot of my hair,Hair falling out,44045955,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_29038611.wav&key=test_key_TISTK,1249120_18172663_29038611.wav,my calves feel like they are tight as knots and are throbbing,Muscle pain,44164300,1,1,0,Muscle and joint pain
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_49444750.wav&key=test_key_TISTK,1249120_18172663_49444750.wav,i feel joint pain every time i move,Joint pain,43985758,1,1,0,Muscle and joint pain
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_51105105.wav&key=test_key_TISTK,1249120_18172663_51105105.wav,i feel like the room is spinning,Feeling dizzy,43913997,1,1,0,Dizziness and vertigo
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_53225387.wav&key=test_key_TISTK,1249120_18172663_53225387.wav,i am always cold even when i am wearing layers,Feeling cold,42082009,1,1,0,Feeling cold/hot
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_61544098.wav&key=test_key_TISTK,1249120_18172663_61544098.wav,my stomach has been sore since yesterday,Stomach ache,44140394,1,1,0,Digestive issues
1.0,0.6573,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_76088473.wav&key=test_key_TISTK,1249120_18172663_76088473.wav,i have injured myself during the soccer match,Injury from sports,44124309,1,1,0,Wound and injury
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_76673453.wav&key=test_key_TISTK,1249120_18172663_76673453.wav,i have blurry vision after i used a wrong medicine,Blurry vision,40632132,1,1,0,Sensory issues
1.0,0.6596,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_81924799.wav&key=test_key_TISTK,1249120_18172663_81924799.wav,when my grand father died i felt a hard emotional pain,Emotional pain,43949040,1,1,0,Emotional and mental health
1.0,0.6659,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_85283527.wav&key=test_key_TISTK,1249120_18172663_85283527.wav,i have a problem in the expiration because i have abronchial asthma,Hard to breath,44066678,1,1,0,Respiratory issue
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_91261587.wav&key=test_key_TISTK,1249120_18172663_91261587.wav,im not good im feeling so cold,Feeling cold,44045955,1,1,0,Feeling cold/hot
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_92560489.wav&key=test_key_TISTK,1249120_18172663_92560489.wav,i have an ear ache when showering,Ear ache,21665495,1,1,0,Sensory issues
1.0,1.0,3.67,1.0,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_95081168.wav&key=test_key_TISTK,1249120_18172663_95081168.wav,when i wake up i am feeling cold,Feeling cold,21665495,1,1,0,Feeling cold/hot
1.0,1.0,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_100514958.wav&key=test_key_TISTK,1249120_18386513_100514958.wav,i have pimples in patches along with a lot of redness on my face,Acne,43755034,1,1,0,Hair and skin issues
1.0,0.6479,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_10796746.wav&key=test_key_TISTK,1249120_18386513_10796746.wav,when i was young i had an injury from sports in my knee,Injury from sports,38687371,1,1,0,Wound and injury
1.0,1.0,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_10960962.wav&key=test_key_TISTK,1249120_18386513_10960962.wav,i feel discomfort throughout the body in general,Body feels weak,44340112,1,1,0,General weakness
1.0,1.0,3.67,0.6901,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_28783443.wav&key=test_key_TISTK,1249120_18386513_28783443.wav,i feel depressed when i see my hair falling out,Hair falling out,44118742,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_29050397.wav&key=test_key_TISTK,1249120_18386513_29050397.wav,there pain in my foot,Foot ache,44124309,1,1,0,Leg and foot pain
1.0,1.0,3.67,0.6706,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_43428617.wav&key=test_key_TISTK,1249120_18386513_43428617.wav,i have an internal pain i cannot describe,Internal pain,21665495,1,1,0,Internal pain
1.0,0.6797,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_54530444.wav&key=test_key_TISTK,1249120_18386513_54530444.wav,my back hurts so much i cant bend down to tie my shoelaces,Back pain,40925305,1,1,0,"Neck, back or spinal issues"
1.0,1.0,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_57790418.wav&key=test_key_TISTK,1249120_18386513_57790418.wav,i cant get a girlfriend because of my acne,Acne,44246595,1,1,0,Hair and skin issues
1.0,0.6757,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_62259179.wav&key=test_key_TISTK,1249120_18386513_62259179.wav,i complain alot with my neck pain and i really need to be better,Neck pain,44118742,1,1,0,"Neck, back or spinal issues"
1.0,0.6899,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_73056338.wav&key=test_key_TISTK,1249120_18386513_73056338.wav,i have a blurry vision since i woke up this morning what could be the reason,Blurry vision,40632132,1,1,0,Sensory issues
1.0,1.0,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_85583004.wav&key=test_key_TISTK,1249120_18386513_85583004.wav,i was playing football and injuried with joint pain,Joint pain,44063565,1,1,0,Muscle and joint pain
1.0,1.0,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_88896885.wav&key=test_key_TISTK,1249120_18386513_88896885.wav,my son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected,Infected wound,43755034,1,1,0,Wound and injury
1.0,0.6812,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_92508953.wav&key=test_key_TISTK,1249120_18386513_92508953.wav,oh my heart hurts me i tried to be calm and i cant,Heart hurts,43318517,1,1,0,Chest pain
1.0,0.6874,3.67,1.0,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_93171946.wav&key=test_key_TISTK,1249120_18386513_93171946.wav,i feel a tightness in my chest,Hard to breath,43913997,1,1,0,Respiratory issue
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_100689643.wav&key=test_key_TISTK,1249120_1853182_100689643.wav,i feel a burning sensation in my shoulder muscle,Muscle pain,38202325,1,1,0,Muscle and joint pain
0.6779,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_104662580.wav&key=test_key_TISTK,1249120_1853182_104662580.wav,when i was young i had an injury from sports in my knee,Injury from sports,38687371,1,1,0,Wound and injury
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_105717969.wav&key=test_key_TISTK,1249120_1853182_105717969.wav,i feel cold although we are in summer,Feeling cold,40632132,1,1,0,Feeling cold/hot
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_12060422.wav&key=test_key_TISTK,1249120_1853182_12060422.wav,oh my heart hurts me i tried to be calm and i cant,Heart hurts,43318517,1,1,0,Chest pain
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_14886599.wav&key=test_key_TISTK,1249120_1853182_14886599.wav,i feel head ache,Head ache,44266645,1,1,0,Headache
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_16171679.wav&key=test_key_TISTK,1249120_1853182_16171679.wav,i am feeling so dizzy body is so fragile,Body feels weak,43930147,1,1,0,General weakness
1.0,0.6944,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_20504574.wav&key=test_key_TISTK,1249120_1853182_20504574.wav,feel like something is being jabbed into my joints,Joint pain,44164300,1,1,0,Muscle and joint pain
0.6447,0.6842,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_21608484.wav&key=test_key_TISTK,1249120_1853182_21608484.wav,my biceps started aching after i went to the gym,Muscle pain,44164300,1,1,0,Muscle and joint pain
1.0,0.6528,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_21950254.wav&key=test_key_TISTK,1249120_1853182_21950254.wav,i have a foot ache in winter or when it feels cold why,Foot ache,40632132,1,1,0,Leg and foot pain
1.0,1.0,3.67,0.6763,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_22487381.wav&key=test_key_TISTK,1249120_1853182_22487381.wav,ive had this cough for two weeks,Cough,44140394,1,1,0,Respiratory issue
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_36093484.wav&key=test_key_TISTK,1249120_1853182_36093484.wav,i have a blurry vision since i woke up this morning what could be the reason,Blurry vision,40632132,1,1,0,Sensory issues
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_48590607.wav&key=test_key_TISTK,1249120_1853182_48590607.wav,i have difficulty in breathing in crowded places,Hard to breath,40632132,1,1,0,Respiratory issue
1.0,0.6757,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_55592493.wav&key=test_key_TISTK,1249120_1853182_55592493.wav,my acne gets worse when it is hot,Acne,21665495,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_58078131.wav&key=test_key_TISTK,1249120_1853182_58078131.wav,my back hurts so much i cant bend down to tie my shoelaces,Back pain,40925305,1,1,0,"Neck, back or spinal issues"
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_58917703.wav&key=test_key_TISTK,1249120_1853182_58917703.wav,i have an open wound in my arm,Open wound,21665495,1,1,0,Wound and injury
1.0,0.6732,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_59775853.wav&key=test_key_TISTK,1249120_1853182_59775853.wav,i feel pain when i think of her,Emotional pain,21665495,1,1,0,Emotional and mental health
1.0,0.6851,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_68863089.wav&key=test_key_TISTK,1249120_1853182_68863089.wav,i have an internal pain i cannot describe,Internal pain,21665495,1,1,0,Internal pain
1.0,0.6701,3.67,0.6718,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_70597499.wav&key=test_key_TISTK,1249120_1853182_70597499.wav,my body feels weak and i tried to make it relax but it stills pain me,Body feels weak,43318517,1,1,0,General weakness
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_75011889.wav&key=test_key_TISTK,1249120_1853182_75011889.wav,my back got injured while i was lifting at the gym,Injury from sports,44150058,1,1,0,Wound and injury
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_77811398.wav&key=test_key_TISTK,1249120_1853182_77811398.wav,i feel pain in my stomach,Stomach ache,44266645,1,1,0,Digestive issues
1.0,0.6835,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_83347773.wav&key=test_key_TISTK,1249120_1853182_83347773.wav,i cant sleep because of cough,Cough,43838565,1,1,0,Respiratory issue
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_86923401.wav&key=test_key_TISTK,1249120_1853182_86923401.wav,my face break out badly every month around my cycle,Acne,43755034,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_95429596.wav&key=test_key_TISTK,1249120_1853182_95429596.wav,i feel weak,Body feels weak,44266645,1,1,0,General weakness
1.0,1.0,3.67,1.0,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_98369408.wav&key=test_key_TISTK,1249120_1853182_98369408.wav,it is hard to breath when i am in the underground metro station why,Hard to breath,40632132,1,1,0,Respiratory issue
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_102246875.wav&key=test_key_TISTK,1249120_18985376_102246875.wav,my hair is falling when i am combing it,Hair falling out,40632132,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_16073590.wav&key=test_key_TISTK,1249120_18985376_16073590.wav,i get clusters of pimples on my face that never go away,Acne,43755034,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_20030597.wav&key=test_key_TISTK,1249120_18985376_20030597.wav,my foot hurts me a lot of playing football,Foot ache,43730599,1,1,0,Leg and foot pain
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_38115247.wav&key=test_key_TISTK,1249120_18985376_38115247.wav,i have a pain in my joint,Joint pain,44045955,1,1,0,Muscle and joint pain
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_39568241.wav&key=test_key_TISTK,1249120_18985376_39568241.wav,i feel a tightness in my chest,Hard to breath,43913997,1,1,0,Respiratory issue
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_42223175.wav&key=test_key_TISTK,1249120_18985376_42223175.wav,my hair falling out,Hair falling out,44266645,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_42567209.wav&key=test_key_TISTK,1249120_18985376_42567209.wav,i fell a stiffness in my elbows and shoulders,Joint pain,43913997,1,1,0,Muscle and joint pain
1.0,0.7022,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_48221833.wav&key=test_key_TISTK,1249120_18985376_48221833.wav,i have acne all over my face,Acne,21665495,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_49389043.wav&key=test_key_TISTK,1249120_18985376_49389043.wav,it feels like i cant take a deep breath,Hard to breath,42082009,1,1,0,Respiratory issue
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_56211176.wav&key=test_key_TISTK,1249120_18985376_56211176.wav,i have a hair shortage,Hair falling out,44340112,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_57110979.wav&key=test_key_TISTK,1249120_18985376_57110979.wav,i have a dry skin,Skin issue,44045955,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_68491498.wav&key=test_key_TISTK,1249120_18985376_68491498.wav,i cant move my leg there is pain in the joint,Joint pain,44124309,1,1,0,Muscle and joint pain
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_71664235.wav&key=test_key_TISTK,1249120_18985376_71664235.wav,i cant get a girlfriend because of my acne,Acne,44246595,1,1,0,Hair and skin issues
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_75055025.wav&key=test_key_TISTK,1249120_18985376_75055025.wav,im not good i feel dizzy,Feeling dizzy,44045955,1,1,0,Dizziness and vertigo
1.0,1.0,3.67,1.0,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_81157537.wav&key=test_key_TISTK,1249120_18985376_81157537.wav,i have difficulty moving my neck,Neck pain,44088126,1,1,0,"Neck, back or spinal issues"
1.0,1.0,3.67,1.0,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_108893551.wav&key=test_key_TISTK,1249120_19425875_108893551.wav,i was travelling by ship and i feel dizzy,Feeling dizzy,44063565,1,1,0,Dizziness and vertigo
1.0,0.6549,3.67,1.0,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_12855618.wav&key=test_key_TISTK,1249120_19425875_12855618.wav,my calves feel like they are tight as knots and are throbbing,Muscle pain,44164300,1,1,0,Muscle and joint pain
1.0,1.0,3.67,1.0,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_18203949.wav&key=test_key_TISTK,1249120_19425875_18203949.wav,stiffness inability to look right or left except by moving the whole body,Neck pain,43868212,1,1,0,"Neck, back or spinal issues"
1.0,1.0,3.67,1.0,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_19354885.wav&key=test_key_TISTK,1249120_19425875_19354885.wav,sometimes when it is cold outside my face hurts especially around the pimples that are ready to pop,Acne,44130352,1,1,0,Hair and skin issues
1.0,0.6736,3.67,1.0,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_20297828.wav&key=test_key_TISTK,1249120_19425875_20297828.wav,i feel weak all over,Body feels weak,44140394,1,1,0,General weakness
1.0,1.0,3.67,1.0,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_33317441.wav&key=test_key_TISTK,1249120_19425875_33317441.wav,i feel like my heart is on fire,Heart hurts,44292353,1,1,0,Chest pain
1.0,0.6986,3.67,1.0,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_34018942.wav&key=test_key_TISTK,1249120_19425875_34018942.wav,i have a great stomach ache and i cant eat any thing,Stomach ache,44150058,1,1,0,Digestive issues
