file_name,actual_transcription,pred_transcription,word_error_rate,character_error_rate
1249120_6338946_49284776.wav,I have internal pain whenever I come down with a cold.,I have internal pain whenever I come down with a cold.,0.0,0.0
1249120_6338946_49886993.wav,my left side aches much,My left side aches much.,0.4,0.087
1249120_6338946_50603602.wav,My lungs feel heavy like they are filled with mucus,My lungs feel heavy like they are filled with mucus.,0.1,0.0196
1249120_6338946_50763375.wav,"When I stand up, I feel like I'm going to fall down instantly","When I stand up, I feel like I'm going to fall down instantly.",0.0769,0.0164
1249120_6338946_52491866.wav,There are some pimples on my face that bother me a lot,There are some pimples on my face that bother me a lot.,0.0833,0.0185
1249120_6338946_57435861.wav,"I get tired too fast, I can barely put on my clothes in the morning.",I get tired too fast. I can barely put on my clothes in the morning.,0.0667,0.0147
1249120_6338946_60974534.wav,My body feels weak and i think that my face is fade and i can't sleep well,My body feels weak and I think that my face is fade and I can't sleep well.,0.1765,0.0405
1249120_6338946_62766927.wav,"I cough a lot when I smell perfume, what is wrong with my lungs?",I cough a lot when I smell perfume. What is wrong with my lungs?,0.1429,0.0312
1249120_6338946_63123514.wav,When I play football I have muscle pain.,"When I play football, I have muscle pain.",0.125,0.025
1249120_6338946_63718750.wav,I noticed an important decrease in my vision when I try to look at things up close.,I noticed an important decrease in my vision when I tried to look at things up close.,0.0588,0.0361
1249120_6338946_65091298.wav,I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.,I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.,0.0,0.0
1249120_6338946_65481866.wav,Surgical wound infections,Surgical wound infections.,0.3333,0.04
1249120_6338946_65675543.wav,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,0.0,0.0
1249120_6338946_66648466.wav,I feel a sharp pain in my head when I think too hard.,I feel a sharp pain in my head when I think too hard.,0.0,0.0
1249120_6338946_67908066.wav,I feel pain inside I do not know what it is,I feel pain inside. I do not know what it is.,0.1818,0.0465
1249120_6338946_69351278.wav,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",I feel pain in my legs muscles. After I ran yesterday I took some painkillers but it doesn't help.,0.25,0.0404
1249120_6338946_71387965.wav,When I think of my parents I feel pain,"When I think of my parents, I feel pain.",0.2222,0.0526
1249120_6338946_73054929.wav,I feel pain in my shoulders when I write on the keyboard.,I feel pain in my shoulders when I write on the keyboard.,0.0,0.0
1249120_6338946_73782556.wav,Hearing any loud sounds makes my ear aches,"Hearing any loud sounds, makes my ear aches.",0.25,0.0476
1249120_6338946_75803650.wav,I feel pain in the knee,I feel pain in the knee.,0.1667,0.0435
1249120_6338946_75933476.wav,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.,0.0,0.0
1249120_6338946_79218256.wav,My head ache since I woke up this morning.,My head aches since I woke up this morning.,0.1111,0.0238
1249120_6338946_85634288.wav,I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,I wake up with a stiff neck every morning massage helps. But then a couple of days later it's back again.,0.1905,0.0472
1249120_6338946_85710292.wav,"The last time I clipped my toenails, I cut them too short and now I have an infected nail.","The last time I clipped my toenails, I cut them too short. And now I have an infected nail.",0.1053,0.0222
1249120_6338946_86403094.wav,I have a blurry vision after my head was hit yesterday.,I have a blurry vision after my head was hit yesterday.,0.0,0.0
1249120_6338946_86910481.wav,Every time I look to left I feel a sharp pain in my neck.,Every time I look to left I feel a sharp pain in my neck.,0.0,0.0
1249120_6338946_88168612.wav,I used alot of pain killer to get better but i still feel the same back pain,I used a lot of painkiller to get better but I still feel the same back pain.,0.3529,0.0526
1249120_6338946_90024404.wav,"There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!","There must be something wrong with my blood circulation. I have to wear socks. Even on the hottest days, my toes are frozen.",0.1739,0.0325
1249120_6338946_93472974.wav,My back is hurting so much.,My back is hurting so much.,0.0,0.0
1249120_6338946_93790761.wav,My knee hurts when I play squash,My knee hurts when I play squash.,0.1429,0.0312
1249120_6338946_95204514.wav,I can't stand with this horrible feeling in my stomach,I can't stand with this horrible feeling in my stomach.,0.1,0.0185
1249120_6338946_95779210.wav,my ankle is hurting me,My ankle is hurting me.,0.4,0.0909
1249120_6338946_97962298.wav,I can't walk because i have a great foot ache,I can't walk because I have a great foot. A.,0.3,0.1333
1249120_6338946_98107593.wav,When I tried to be warm and wear more clothes I found that I was still cold,"When I tried to be warm and wear more clothes, I found that I was still cold.",0.1176,0.0267
1249120_6338946_99675257.wav,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,0.0,0.0
1249120_6338946_99780649.wav,I wake up at night feeling cold,I wake up at night feeling cold.,0.1429,0.0323
