file_name,medical intent,phrase,label
1249120_29289135_48196636.wav,Respiratory and Ear Issues,I've had this cough for two weeks.,4
1249120_29289135_66741607.wav,Wound Trauma,My back got injured while i was lifting at the gym,5
1249120_29289135_78536657.wav,Head and Neck Discomfort,I can't move my head up and down.,2
1249120_29289135_88049074.wav,Dermatological Issues,My acne gets worse when it is hot,1
1249120_29672643_103877483.wav,Wound Trauma,"The last time I clipped my toenails, I cut them too short and now I have an infected nail.",5
1249120_29672643_12038970.wav,Respiratory and Ear Issues,I feel cold and chills even though my clothes are heavy,4
1249120_29672643_26110194.wav,Head and Neck Discomfort,I have a blurry vision after my head was hit yesterday.,2
1249120_29672643_29778280.wav,Wound Trauma,"You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously.",5
1249120_29672643_32404633.wav,Abdominal Pain and Weakness,I can't do anything I feel a weak in my body,0
1249120_29672643_40240425.wav,Head and Neck Discomfort,Every time I look to left I feel a sharp pain in my neck.,2
1249120_29672643_42421014.wav,Dermatological Issues,When I tried to take care if my hair I found that it is falling out,1
1249120_29672643_47103727.wav,Musculoskeletal Pain,The joints in my fingers are painful in the morning.,3
1249120_29672643_60157000.wav,Musculoskeletal Pain,"after playing football, i have muscle pain with my both legs.",3
1249120_29672643_91067730.wav,Head and Neck Discomfort,"When I stand up, I feel like I'm going to fall down instantly",2
1249120_29672643_99544630.wav,Musculoskeletal Pain,I had a pain in my knee when I was swimming,3
1249120_29713479_79599787.wav,Respiratory and Ear Issues,There is a constant tickle in my throat,4
1249120_30766630_104162207.wav,Head and Neck Discomfort,I feel a sharp pain in my head when I think too hard.,2
1249120_30766630_106907231.wav,Musculoskeletal Pain,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,3
1249120_30766630_24243395.wav,Musculoskeletal Pain,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",3
1249120_30766630_35515160.wav,Respiratory and Ear Issues,I wake up at night feeling cold,4
1249120_30766630_39631055.wav,Musculoskeletal Pain,I feel pain in the knee,3
1249120_30766630_43191589.wav,Respiratory and Ear Issues,Hearing any loud sounds makes my ear aches,4
1249120_30766630_44870553.wav,Respiratory and Ear Issues,my ear hurts me badly,4
1249120_30766630_54777621.wav,Wound Trauma,He was discovered to have an open wound.,5
1249120_30766630_57785579.wav,Musculoskeletal Pain,my ankle is hurting me,3
1249120_30766630_61267950.wav,Respiratory and Ear Issues,I can't stop coughing,4
1249120_30766630_70207633.wav,Head and Neck Discomfort,I have a blurry vision after my head was hit yesterday.,2
1249120_30766630_83919463.wav,Musculoskeletal Pain,When I play football I have muscle pain.,3
1249120_30766630_90288558.wav,Abdominal Pain and Weakness,I feel heart pain when I walk a lot,0
1249120_30766630_99864594.wav,Head and Neck Discomfort,I noticed an important decrease in my vision when I try to look at things up close.,2
1249120_30937687_103531596.wav,Dermatological Issues,I have a rash on my skin,1
1249120_30937687_109425304.wav,Wound Trauma,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",5
1249120_30937687_11144796.wav,Abdominal Pain and Weakness,heart aches so much,0
1249120_30937687_12696097.wav,Dermatological Issues,These red spots on my cheeks are new. What is it?,1
1249120_30937687_25676909.wav,Musculoskeletal Pain,i can't move my shoulder because of pain,3
1249120_30937687_50465655.wav,Abdominal Pain and Weakness,I feel hurts in my heart,0
1249120_30937687_50836807.wav,Musculoskeletal Pain,my shoulder is hurting me,3
1249120_30937687_53202285.wav,Dermatological Issues,I've noticed my hair falling out a lot lately.,1
1249120_30937687_63008149.wav,Musculoskeletal Pain,My joints feel swollen,3
1249120_30937687_65117070.wav,Musculoskeletal Pain,I feel a great pain in my shoulder joint and it does not go away,3
1249120_30937687_77828014.wav,Musculoskeletal Pain,My shoulder aches when I try to lift five pounds.,3
1249120_30937687_78575196.wav,Respiratory and Ear Issues,The feeling of coughing increases in winter's reach,4
1249120_30937687_82234721.wav,Head and Neck Discomfort,When I stand up too quickly I start to feel dizzy and light-headed,2
1249120_30937687_90787955.wav,Head and Neck Discomfort,My head is so heavy can't think normally,2
1249120_33905644_100836743.wav,Head and Neck Discomfort,I can't turn my neck to the left without feeling a stabbing pain,2
1249120_33905644_14811581.wav,Abdominal Pain and Weakness,I have a head pain every single day.,0
1249120_33905644_25172427.wav,Wound Trauma,I hit my head at the basketball game.  Could I have a concussion?,5
1249120_33905644_31323155.wav,Musculoskeletal Pain,I have some pain when i'm walking around my knees,3
1249120_33905644_42769934.wav,Wound Trauma,is my cut infected or just healing?,5
1249120_33905644_45081364.wav,Respiratory and Ear Issues,I've got a hard time to breath- am I having a heart attack?,4
1249120_33905644_49402846.wav,Dermatological Issues,Mr hair is falling out just by combing it.,1
1249120_33905644_50214080.wav,Dermatological Issues,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away.",1
1249120_33905644_69933569.wav,Respiratory and Ear Issues,I get chills and aches all over.,4
1249120_33905644_76306333.wav,Abdominal Pain and Weakness,My stomach feels full and upset  and bloating after big meals.,0
1249120_33905644_76629429.wav,Abdominal Pain and Weakness,I have the impression of having no strength in my body,0
1249120_33905644_79988299.wav,Respiratory and Ear Issues,My heart is pumping fast and I'm having a hard time to breath.,4
1249120_33905644_85509322.wav,Respiratory and Ear Issues,"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",4
1249120_33905644_87265343.wav,Dermatological Issues,I have a scab on the back of my hand that just won't go away.,1
1249120_33905644_93612547.wav,Abdominal Pain and Weakness,I have a dull ache in my stomach.  It gets worse after I eat.,0
1249120_33905644_94025878.wav,Dermatological Issues,My skin is very dry and peeling.,1
1249120_33905644_94666913.wav,Wound Trauma,I was very active in sports but now my body is feeling pain.,5
1249120_34824899_104680780.wav,Respiratory and Ear Issues,I feel congestion in my chest,4
1249120_34824899_12048750.wav,Respiratory and Ear Issues,I do not know why I feel cold,4
1249120_34824899_12554586.wav,Wound Trauma,I sliced myself deeply with a knife while I was cooking,5
1249120_34824899_19026615.wav,Respiratory and Ear Issues,It feels like I can't take a deep breath,4
1249120_34824899_23826302.wav,Respiratory and Ear Issues,The pain in my ear is unbearable.,4
1249120_34824899_40742839.wav,Dermatological Issues,I get clusters of pimples on my face that never go away.,1
1249120_34824899_47022828.wav,Head and Neck Discomfort,i was travelling by ship and i feel dizzy.,2
1249120_34824899_60599418.wav,Head and Neck Discomfort,i have difficulty moving my neck,2
1249120_34824899_95658742.wav,Respiratory and Ear Issues,i cant breathe,4
1249120_34824899_99592408.wav,Wound Trauma,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,5
1249120_35154350_102027756.wav,Respiratory and Ear Issues,My grandmother last year went to hospital because she was having a hard time breathing,4
1249120_35154350_102421766.wav,Head and Neck Discomfort,i have difficulty moving my neck,2
1249120_35154350_102896223.wav,Head and Neck Discomfort,I complain alot with my neck pain and i really need to be better,2
1249120_35154350_103199506.wav,Respiratory and Ear Issues,I'm suffering from sharp cough Accompanied by  phlegm,4
1249120_35154350_14115011.wav,Musculoskeletal Pain,"i can't move my leg, there is pain in the joint",3
1249120_35154350_22057712.wav,Wound Trauma,I have a split on my thumb that will not heal.,5
1249120_35154350_25135174.wav,Abdominal Pain and Weakness,Chronic bowel Pain,0
1249120_35154350_31170738.wav,Musculoskeletal Pain,My knees ache on cold and rainy days.,3
1249120_35154350_33787995.wav,Respiratory and Ear Issues,I think my body temperature is very low.,4
1249120_35154350_41155946.wav,Head and Neck Discomfort,I get terrible headaches every few months and when I get them my vision is affected.,2
1249120_35154350_43547521.wav,Wound Trauma,I feel pain in my right shoulder after the tennis match.,5
1249120_35154350_45321927.wav,Dermatological Issues,I complain alot with skin allergy,1
1249120_35154350_51189453.wav,Dermatological Issues,When I brush my hair I notice big clumps of hair coming out in the brush.,1
1249120_35154350_51766529.wav,Head and Neck Discomfort,I can't see the sign I have a blurry vision,2
1249120_35154350_58959709.wav,Abdominal Pain and Weakness,I have tried to relief it but I can't,0
1249120_35154350_61858707.wav,Wound Trauma,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,5
1249120_35154350_74303326.wav,Dermatological Issues,I have a dry skin,1
1249120_35154350_77850281.wav,Head and Neck Discomfort,I feel a pain in my neck,2
1249120_35154350_81659426.wav,Wound Trauma,I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help,5
1249120_35154350_81663588.wav,Dermatological Issues,I get clusters of pimples on my face that never go away.,1
1249120_35154350_87119745.wav,Musculoskeletal Pain,I fell a stiffness in my elbows and shoulders,3
1249120_35154350_93021236.wav,Dermatological Issues,I can't get a girlfriend because of my acne.,1
1249120_35154350_97246802.wav,Respiratory and Ear Issues,i cant breathe,4
1249120_35154350_98884005.wav,Musculoskeletal Pain,I feel a sharp pain in my ankle joint when I stand.,3
1249120_35154350_99982814.wav,Wound Trauma,I was kicked in the head playing soccer last night.,5
1249120_35170334_104105892.wav,Wound Trauma,I toppled over while jumping to catch the ball.,5
1249120_35197064_70291778.wav,Dermatological Issues,Even though I'm an adult my face keeps breaking out in pimples.,1
1249120_35350617_103607518.wav,Dermatological Issues,My chest break out with red pimples and whiteheads.,1
1249120_35350617_109086061.wav,Respiratory and Ear Issues,I've had this cough for two weeks.,4
1249120_35350617_11038313.wav,Musculoskeletal Pain,"Annoyance starts suddenly, often after an injury or exercise.",3
1249120_35350617_11730752.wav,Head and Neck Discomfort,I feel pain in my neck while I'm working.,2
1249120_35350617_16658487.wav,Dermatological Issues,I complain alot with skin allergy,1
1249120_35350617_23690061.wav,Abdominal Pain and Weakness,I have an internal pain I cannot describe,0
1249120_35350617_31025566.wav,Dermatological Issues,Chronic disease of hair follicles and sebaceous glands,1
1249120_35350617_38688024.wav,Abdominal Pain and Weakness,"i am feeling so dizzy, body is so fragile.",0
1249120_35350617_41222190.wav,Musculoskeletal Pain,My arm hurts when I stretch,3
1249120_35350617_52372234.wav,Abdominal Pain and Weakness,I feel discomfort throughout the body in general,0
1249120_35350617_57277241.wav,Respiratory and Ear Issues,I feel cold although we are in summer.,4
1249120_35350617_65074718.wav,Abdominal Pain and Weakness,i feel pain in my stomach,0
1249120_35350617_73411857.wav,Abdominal Pain and Weakness,My body feels weak and I tried to make it relax but it stills pain me,0
1249120_35350617_75769875.wav,Wound Trauma,His infected wound was beginning to rot.,5
1249120_35350617_77408545.wav,Head and Neck Discomfort,I have a dull ache in my head,2
1249120_35350617_78325604.wav,Head and Neck Discomfort,i can't rotate my neck,2
1249120_35350617_88420508.wav,Respiratory and Ear Issues,I'm not feeling good I can't take my breath,4
1249120_35350617_95060615.wav,Head and Neck Discomfort,i feel dizzy after severe diarrhea,2
1249120_35350617_96690703.wav,Wound Trauma,My wound was infected when i was planting some flowers in my garden,5
1249120_35350617_98366622.wav,Head and Neck Discomfort,i feel head ache,2
1249120_35408915_105294498.wav,Dermatological Issues,I can't get a girlfriend because of my acne.,1
1249120_35408915_107206111.wav,Dermatological Issues,I have a dry skin,1
1249120_35408915_26955486.wav,Abdominal Pain and Weakness,My chest hurts when I smoke,0
1249120_35408915_48602240.wav,Head and Neck Discomfort,I feel dizzy after doing a muscular effort.,2
1249120_35408915_59389253.wav,Musculoskeletal Pain,i was playing football and injuried with joint pain.,3
1249120_35408915_69993127.wav,Head and Neck Discomfort,I feel lightheaded when I stand up,2
1249120_35408915_82578965.wav,Respiratory and Ear Issues,I walk every day but now I get short of breath after going only a short way.,4
1249120_35408915_83665377.wav,Musculoskeletal Pain,When I do hard exercises I feel great pain in my muscles.,3
1249120_35408915_83665733.wav,Wound Trauma,When I was young I had an injury from sports in my knee.,5
1249120_35408915_84212933.wav,Wound Trauma,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,5
1249120_35408915_84747241.wav,Abdominal Pain and Weakness,I feel discomfort throughout the body in general,0
1249120_35408915_92820047.wav,Wound Trauma,I have a break in the skin between my thumb and index finger and it will not close.,5
1249120_35408915_96565905.wav,Respiratory and Ear Issues,It feels like I can't take a deep breath,4
1249120_35444693_41980075.wav,Respiratory and Ear Issues,I feel like I've always got something in my throat,4
1249120_35444693_63168659.wav,Head and Neck Discomfort,Sterilizer for the eye,2
1249120_35444693_83039517.wav,Abdominal Pain and Weakness,"I hardly have enough stength to get up,",0
1249120_35448024_107672779.wav,Abdominal Pain and Weakness,I feel hurts in my heart,0
1249120_35448024_37183529.wav,Abdominal Pain and Weakness,"I hardly have enough stength to get up,",0
1249120_35448024_38857406.wav,Respiratory and Ear Issues,i have severe dry cough,4
1249120_35448024_95917342.wav,Musculoskeletal Pain,My ankle joint throbs when I put pressure on my foot.,3
1249120_35832653_103076924.wav,Wound Trauma,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,5
1249120_35832653_22145064.wav,Respiratory and Ear Issues,I'm not feeling good I can't take my breath,4
1249120_35832653_29860391.wav,Musculoskeletal Pain,"Annoyance starts suddenly, often after an injury or exercise.",3
1249120_35832653_32310237.wav,Respiratory and Ear Issues,I m feeling cold though the temperature is high,4
1249120_35832653_34954649.wav,Head and Neck Discomfort,I can't move my head up and down.,2
1249120_35832653_38548759.wav,Abdominal Pain and Weakness,I feel increased heart rate with prick,0
1249120_35832653_38676577.wav,Dermatological Issues,I complain alot with skin allergy,1
1249120_35832653_46854438.wav,Musculoskeletal Pain,I have throbing in my shoulder,3
1249120_35832653_51461433.wav,Musculoskeletal Pain,Chronic bone disease at the level of the doubles of the lower Estremidades,3
1249120_35832653_52930588.wav,Respiratory and Ear Issues,I have a dry throat,4
1249120_35832653_55189130.wav,Respiratory and Ear Issues,I've had this cough for two weeks.,4
1249120_35832653_68504361.wav,Head and Neck Discomfort,"I have a blurry vision during my swimming training in the pool, why?",2
1249120_35832653_69209091.wav,Respiratory and Ear Issues,i cant breathe,4
1249120_35832653_73462744.wav,Head and Neck Discomfort,i feel head ache,2
1249120_35832653_76402989.wav,Abdominal Pain and Weakness,I feel pain in my heart when I wake up,0
1249120_35832653_77746569.wav,Wound Trauma,I was kicked in the head playing soccer last night.,5
1249120_35832653_88616170.wav,Abdominal Pain and Weakness,I have an internal pain I cannot describe,0
1249120_35832653_92408740.wav,Abdominal Pain and Weakness,"i am feeling so dizzy, body is so fragile.",0
1249120_35832653_93792829.wav,Dermatological Issues,Chronic disease of hair follicles and sebaceous glands,1
1249120_35832653_95882563.wav,Wound Trauma,When I was young I had an injury from sports in my knee.,5
1249120_35832653_96696121.wav,Abdominal Pain and Weakness,I feel discomfort throughout the body in general,0
1249120_35832653_98927671.wav,Wound Trauma,I have a split on my thumb that will not heal.,5
1249120_36214391_109164716.wav,Dermatological Issues,When i get up i see my skin vague,1
1249120_36214391_13969066.wav,Respiratory and Ear Issues,When I tried to be warm and wear more clothes I found that I was still cold,4
1249120_36214391_26970620.wav,Head and Neck Discomfort,My neck hurts me and i can't stand with this pain,2
1249120_36214391_67040538.wav,Musculoskeletal Pain,My knee hurts when I play squash,3
1249120_36505751_13928577.wav,Abdominal Pain and Weakness,I had a sharp pain in my stomach,0
1249120_36505751_15240257.wav,Musculoskeletal Pain,"After playing tennis,  I had a powerful sensation close to my neck",3
1249120_36505751_34521635.wav,Abdominal Pain and Weakness,Sharp pain and heavy breathing,0
1249120_36505751_38049993.wav,Respiratory and Ear Issues,I have a lot of mucus when I cough.,4
1249120_36505751_43847489.wav,Dermatological Issues,I have a scab on the back of my hand that just won't go away.,1
1249120_36505751_43960285.wav,Abdominal Pain and Weakness,When I get out of bed in the morning my body feels very weak.,0
1249120_36505751_46918351.wav,Respiratory and Ear Issues,There is a sharp pain in my ear whenever I do this.,4
1249120_36505751_49581714.wav,Dermatological Issues,A terrible fall in hair,1
1249120_36505751_54777112.wav,Respiratory and Ear Issues,i can't breath because of  Cough,4
1249120_36505751_55797396.wav,Musculoskeletal Pain,There is pain in my joints. I can not bear pain,3
1249120_36505751_62916331.wav,Wound Trauma,I broke my ankle while doing rock climbing in the Carpathians.,5
1249120_36505751_63071014.wav,Head and Neck Discomfort,When i'm awake in the morning I feel strange and have vertigo,2
1249120_36505751_66909282.wav,Wound Trauma,What helps cuts heal faster?,5
1249120_36505751_84297674.wav,Respiratory and Ear Issues,I've been over my cold for weeks but still cough every day.,4
1249120_36505751_85728266.wav,Head and Neck Discomfort,I feel a great amount of pressure of my head.,2
1249120_36505751_86870811.wav,Musculoskeletal Pain,i have a strong shoulder pain,3
1249120_36505751_87095457.wav,Respiratory and Ear Issues,my temperature dropped and my body get synosed,4
1249120_36505751_87883658.wav,Respiratory and Ear Issues,I get chills and aches all over.,4
1249120_36505751_88964753.wav,Abdominal Pain and Weakness,"my cbc report indicate 10 hb, i feel tired of little work.",0
1249120_36505751_96125011.wav,Wound Trauma,"i was injured during football match, i was diagnosed with Cruciate ligament",5
1249120_36505751_99599509.wav,Dermatological Issues,Need to scratch my skin every minute,1
1249120_36505751_99755594.wav,Musculoskeletal Pain,I feel like there is something swollen and inflamed at the back of my knee.,3
1249120_36929821_102533609.wav,Respiratory and Ear Issues,I have an ear ache that won't go away.  I don't have a cold or headache or any other symptoms.  Just an earache.,4
1249120_36929821_102780105.wav,Head and Neck Discomfort,i am having problems seeing things feel like a cloud on my eyes everything is blurry,2
1249120_36929821_18896784.wav,Respiratory and Ear Issues,I don't have problems taking in breath but out breath is so heavy,4
1249120_36929821_25190947.wav,Musculoskeletal Pain,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,3
1249120_36929821_32872387.wav,Musculoskeletal Pain,I feel a lot of pain in the joints.,3
1249120_36929821_45200233.wav,Wound Trauma,I feel pain in my right shoulder after the tennis match.,5
1249120_36929821_58817919.wav,Wound Trauma,I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help,5
1249120_36929821_69275917.wav,Respiratory and Ear Issues,Sometimes I feel like a claw on my chest that leaves me breathless.,4
1249120_36929821_73076924.wav,Head and Neck Discomfort,i feel pain in my neck,2
1249120_36929821_78902345.wav,Wound Trauma,I was playing soccer and I twisted my ankle,5
1249120_36929821_79147299.wav,Abdominal Pain and Weakness,I have tried to relief it but I can't,0
1249120_36929821_80235199.wav,Musculoskeletal Pain,I feel a clicking sensation in my knee each time I step.,3
1249120_36929821_87424403.wav,Head and Neck Discomfort,I can't see the sign I have a blurry vision,2
1249120_36929821_94037054.wav,Wound Trauma,I had a collision while playing soccer.  My knee buckled and now it's unstable.,5
1249120_38042052_104187691.wav,Musculoskeletal Pain,"redness, swelling, and difficulty walking",3
1249120_38042052_12098795.wav,Abdominal Pain and Weakness,i have pain but i can't specify place,0
1249120_38042052_19842459.wav,Musculoskeletal Pain,It feels like someone stuck a knife into my shoulder,3
1249120_38042052_31982916.wav,Abdominal Pain and Weakness,severe pain in the upper left side of chest and may have pain to back,0
1249120_38042052_49402336.wav,Head and Neck Discomfort,I have a neck pain when I sit in-front of my laptop.,2
1249120_38042052_62855155.wav,Musculoskeletal Pain,when i extend my leg there is pain in knee joint,3
1249120_38042052_73329314.wav,Dermatological Issues,my hair isn't well,1
1249120_38042052_74067192.wav,Musculoskeletal Pain,I get a knee pain when I walk a lot,3
1249120_38042052_79852215.wav,Abdominal Pain and Weakness,I cannot breathe because of this dull ache below my left shoulder.,0
1249120_38042052_97059421.wav,Musculoskeletal Pain,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,3
1249120_38042052_97699560.wav,Respiratory and Ear Issues,When I wake up I am feeling cold,4
1249120_38202325_100076386.wav,Respiratory and Ear Issues,I don't have problems taking in breath but out breath is so heavy,4
1249120_38202325_102734159.wav,Musculoskeletal Pain,I had a pain in my knee when I was swimming,3
1249120_38202325_13657889.wav,Dermatological Issues,I get clusters of whiteheads and blackheads on my back.,1
1249120_38202325_21762185.wav,Wound Trauma,My husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day.,5
1249120_38202325_24078029.wav,Respiratory and Ear Issues,My ear hurts when I touch it.,4
1249120_38202325_34322074.wav,Musculoskeletal Pain,i have a pain in my trapes,3
1249120_38202325_34788421.wav,Musculoskeletal Pain,The knee feels like it rusted and I suddenly cannot bend it anymore.,3
1249120_38202325_37437935.wav,Musculoskeletal Pain,My shoulder hurts me so much,3
1249120_38202325_43535296.wav,Abdominal Pain and Weakness,There is this pain that radiates from my chest up to my left arm.,0
1249120_38202325_44913081.wav,Wound Trauma,I have a cut on my foot that became infected from using the showers at the gym.,5
1249120_38202325_52726093.wav,Head and Neck Discomfort,Every time I look to left I feel a sharp pain in my neck.,2
1249120_38202325_55954075.wav,Musculoskeletal Pain,My knee is hurting so badly.,3
1249120_38202325_59222981.wav,Head and Neck Discomfort,My neck hurts me and i can't stand with this pain,2
1249120_38202325_59839581.wav,Abdominal Pain and Weakness,"My stomach aches when I eat hot food, why?",0
1249120_38202325_68309216.wav,Abdominal Pain and Weakness,I have internal pain whenever I come down with a cold.,0
1249120_38202325_69183925.wav,Respiratory and Ear Issues,"My left ear is ok, but the right one feels like it's being stabbed with a nail.",4
1249120_38202325_74218882.wav,Abdominal Pain and Weakness,i have a great pain in my thorax from heart injury,0
1249120_38202325_80151210.wav,Wound Trauma,Surgical wound infections,5
1249120_38202325_98728549.wav,Head and Neck Discomfort,My head hurts whenever I try to do something.,2
1249120_38202325_99459337.wav,Respiratory and Ear Issues,my ear hurts me badly,4
1249120_38548574_107176513.wav,Wound Trauma,I have a cut that has become red and oozes puss.,5
1249120_38548574_23324087.wav,Abdominal Pain and Weakness,"My stomach aches after I drink any soda drink, why?",0
1249120_38548574_39932396.wav,Musculoskeletal Pain,"When I move my shoulder, it's like lightning is being sent through my shoulder",3
1249120_38548574_73236202.wav,Head and Neck Discomfort,"When I go to stand, my head starts swirling",2
1249120_38548574_96908474.wav,Respiratory and Ear Issues,My ear ache when I'm listening to music.,4
1249120_39142299_20539463.wav,Respiratory and Ear Issues,My ear is ringing.,4
1249120_39142299_33615661.wav,Respiratory and Ear Issues,My heart is pumping fast and I'm having a hard time to breath.,4
1249120_39142299_33761840.wav,Abdominal Pain and Weakness,After eating  I have burning sensation inside of me.,0
1249120_39142299_49817809.wav,Respiratory and Ear Issues,Since I went into the forest  I have pain on my ear,4
1249120_39142299_51587992.wav,Dermatological Issues,I have a scab on the back of my hand that just won't go away.,1
1249120_39142299_65042534.wav,Dermatological Issues,My acne is really embarassing. It's so read.,1
1249120_39142299_77925162.wav,Respiratory and Ear Issues,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough.",4
1249120_39142299_85002300.wav,Wound Trauma,I cut myself and I'm bleeding.,5
1249120_39142299_88988327.wav,Abdominal Pain and Weakness,"My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep.",0
1249120_39154234_100370032.wav,Head and Neck Discomfort,When i'm driving my eyes see in double,2
1249120_39154234_100480702.wav,Head and Neck Discomfort,When I stand up too quickly I start to feel dizzy and light-headed,2
1249120_39154234_104799632.wav,Abdominal Pain and Weakness,It feels like my heart is going to leap out of my body. It hurts.,0
1249120_39154234_108585684.wav,Respiratory and Ear Issues,I cannot get warm no matter how much I wrap up or how high I put the heating on,4
1249120_39154234_16653332.wav,Respiratory and Ear Issues,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough.",4
1249120_39154234_21630187.wav,Abdominal Pain and Weakness,I have a head pain every single day.,0
1249120_39154234_24700305.wav,Abdominal Pain and Weakness,I have a sharp pain in my lower stomach.,0
1249120_39154234_24973493.wav,Wound Trauma,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,5
1249120_39154234_30443036.wav,Head and Neck Discomfort,When I stand up too quickly I feel as though I'm going to faint.,2
1249120_39154234_31675843.wav,Wound Trauma,is my cut infected or just healing?,5
1249120_39154234_59805958.wav,Respiratory and Ear Issues,In the morning my respiration is loud.,4
1249120_39154234_62128920.wav,Dermatological Issues,My skin is itchy and inflamed,1
1249120_39154234_64271542.wav,Abdominal Pain and Weakness,"My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep.",0
1249120_39154234_64570055.wav,Dermatological Issues,"My hair is coming out in chunks, especially when I wash it",1
1249120_39154234_83493884.wav,Abdominal Pain and Weakness,When I eat too much sugar my body gets weak and dizzy.,0
1249120_39154234_85893773.wav,Musculoskeletal Pain,My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,3
1249120_39154234_86583253.wav,Head and Neck Discomfort,My head hurts in the back and the pain lasts all day.,2
1249120_39154234_94805738.wav,Abdominal Pain and Weakness,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.,0
1249120_39438102_101655722.wav,Wound Trauma,My grandson cut his foot on a seashell in the ocean and now the foot is turning gray and is puffy.,5
1249120_39438102_11596853.wav,Wound Trauma,My back got injured while i was lifting at the gym,5
1249120_39438102_25426304.wav,Dermatological Issues,My face break out badly every month around my cycle.,1
1249120_39438102_28036162.wav,Head and Neck Discomfort,I feel pain in my neck while I'm working.,2
1249120_39438102_39617985.wav,Respiratory and Ear Issues,I've had this cough for two weeks.,4
1249120_39438102_60405187.wav,Respiratory and Ear Issues,I feel cold although we are in summer.,4
1249120_39740177_109217557.wav,Abdominal Pain and Weakness,I feel heart pain when I walk a lot,0
1249120_39740177_18723815.wav,Musculoskeletal Pain,I feel shoulder pain at intervals of time.,3
1249120_39740177_18847984.wav,Abdominal Pain and Weakness,"I get tired too fast, I can barely put on my clothes in the morning.",0
1249120_39740177_40898857.wav,Head and Neck Discomfort,I noticed an important decrease in my vision when I try to look at things up close.,2
1249120_39740177_42650370.wav,Abdominal Pain and Weakness,I feel pain inside I do not know what it is,0
1249120_39740177_48180640.wav,Wound Trauma,My husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day.,5
1249120_39740177_65701332.wav,Respiratory and Ear Issues,My ear hurts when I touch it.,4
1249120_39740177_66733352.wav,Musculoskeletal Pain,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",3
1249120_39740177_67469580.wav,Dermatological Issues,When I tried to take care if my hair I found that it is falling out,1
1249120_39740177_68334253.wav,Wound Trauma,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!",5
1249120_39740177_72615658.wav,Wound Trauma,I have a cut on my foot that became infected from using the showers at the gym.,5
1249120_39740177_81765106.wav,Respiratory and Ear Issues,My lungs feel heavy like they are filled with mucus,4
1249120_40401830_102062277.wav,Dermatological Issues,I got acne when I ate chili,1
1249120_40401830_105051475.wav,Musculoskeletal Pain,I feel muscle pain every time I make an extra effort.,3
1249120_40401830_107529720.wav,Abdominal Pain and Weakness,I feel like my heart is on fire.,0
1249120_40401830_15395531.wav,Musculoskeletal Pain,My lower back hurts but it improves if I stretch it,3
1249120_40401830_15879205.wav,Head and Neck Discomfort,I have a headache every time I eat ice cream,2
1249120_40401830_26868939.wav,Respiratory and Ear Issues,I have an ear ache when showering,4
1249120_40401830_30438123.wav,Musculoskeletal Pain,I have a hard muscle pain since i went to the gym,3
1249120_40401830_36009968.wav,Musculoskeletal Pain,"When I move on my shoulder, pain shoots down my arm",3
1249120_40401830_39927278.wav,Abdominal Pain and Weakness,I have terrible pain in my heart,0
1249120_40401830_50106689.wav,Respiratory and Ear Issues,I'm not good i'm feeling so cold,4
1249120_40401830_55276482.wav,Dermatological Issues,Every time I comb my hair there are so many hair in my comb.,1
1249120_40401830_60227108.wav,Respiratory and Ear Issues,The warming system of my house is broken and  feel so cold,4
1249120_40401830_61773020.wav,Musculoskeletal Pain,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,3
1249120_40401830_61993958.wav,Wound Trauma,I had an accident and my wound was open when I arrived to hospital,5
1249120_40401830_65395442.wav,Head and Neck Discomfort,When I stand up too quickly I start to feel dizzy and light-headed,2
